Location,Indicator,Period,First Tooltip
Tonga,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2009,26.4 [12.0-43.7]
Tonga,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2008,26.5 [11.9-43.9]
Tonga,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2007,26.6 [11.8-44.1]
Tonga,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2006,26.6 [12.0-44.3]
Tonga,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2005,26.6 [12.1-43.9]
Tonga,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2004,26.7 [12.1-44.0]
Tonga,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2003,26.7 [12.0-44.4]
Tonga,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2002,26.8 [12.0-44.8]
Tonga,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2001,26.9 [11.9-45.0]
Tonga,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2000,27.1 [11.8-45.5]
Trinidad and Tobago,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2019,17.7 [7.1-36.8]
Trinidad and Tobago,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2018,17.5 [7.3-36.1]
Trinidad and Tobago,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2017,17.3 [7.4-35.6]
Trinidad and Tobago,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2016,17.3 [7.5-34.8]
Trinidad and Tobago,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2015,17.3 [7.6-34.5]
Trinidad and Tobago,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2014,17.4 [7.8-34.4]
Trinidad and Tobago,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2013,17.5 [7.9-34.2]
Trinidad and Tobago,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2012,17.8 [8.1-34.8]
Trinidad and Tobago,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2011,18.2 [8.4-34.8]
Trinidad and Tobago,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2010,18.7 [8.7-35.7]
Trinidad and Tobago,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2009,19.3 [9.1-36.5]
Trinidad and Tobago,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2008,20.0 [9.4-37.3]
Trinidad and Tobago,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2007,20.5 [9.8-38.1]
Trinidad and Tobago,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2006,21.2 [10.1-39.3]
Trinidad and Tobago,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2005,21.8 [10.5-40.3]
Trinidad and Tobago,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2004,22.4 [10.9-41.5]
Trinidad and Tobago,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2003,23.2 [11.2-42.2]
Trinidad and Tobago,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2002,23.8 [11.6-42.7]
Trinidad and Tobago,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2001,24.6 [11.9-44.0]
Trinidad and Tobago,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2000,25.5 [12.2-45.5]
Tunisia,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2019,32.1 [19.3-46.8]
Tunisia,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2018,31.8 [19.7-45.3]
Tunisia,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2017,31.4 [20.1-44.2]
Tunisia,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2016,31.1 [20.2-43.3]
Tunisia,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2015,30.8 [20.4-42.7]
Tunisia,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2014,30.6 [20.1-42.5]
Tunisia,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2013,30.5 [19.8-42.2]
Tunisia,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2012,30.3 [19.5-42.0]
Tunisia,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2011,30.3 [19.3-42.1]
Tunisia,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2010,30.2 [19.1-42.2]
Tunisia,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2009,30.4 [18.9-42.6]
Tunisia,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2008,30.5 [18.9-43.2]
Tunisia,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2007,30.7 [18.9-43.4]
Tunisia,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2006,30.8 [19.0-43.7]
Tunisia,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2005,30.9 [18.9-43.8]
Tunisia,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2004,30.9 [18.8-43.9]
Tunisia,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2003,30.9 [19.1-44.0]
Tunisia,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2002,30.9 [19.1-44.4]
Tunisia,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2001,31.1 [19.0-44.2]
Tunisia,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2000,31.4 [19.3-44.9]
Turkmenistan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2019,26.5 [11.2-49.5]
Turkmenistan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2018,26.1 [11.4-48.8]
Turkmenistan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2017,25.8 [11.7-47.3]
Turkmenistan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2016,25.5 [11.7-47.1]
Turkmenistan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2015,25.3 [11.8-46.3]
Turkmenistan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2014,25.2 [11.9-45.9]
Turkmenistan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2013,25.2 [12.1-46.1]
Turkmenistan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2012,25.1 [12.1-45.9]
Turkmenistan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2011,25.2 [12.1-45.7]
Turkmenistan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2010,25.4 [12.2-46.2]
Turkmenistan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2009,25.9 [12.7-47.5]
Turkmenistan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2008,26.5 [13.1-48.0]
Turkmenistan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2007,27.2 [13.7-48.4]
Turkmenistan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2006,27.9 [14.1-49.5]
Turkmenistan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2005,28.6 [14.7-50.2]
Turkmenistan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2004,29.6 [15.3-50.8]
Turkmenistan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2003,30.5 [15.9-51.6]
Turkmenistan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2002,31.2 [16.4-52.6]
Turkmenistan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2001,31.9 [16.6-53.8]
Turkmenistan,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2000,32.7 [17.1-54.8]
Tuvalu,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2019,27.0 [13.4-42.0]
Tuvalu,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2018,26.7 [14.2-41.0]
Tuvalu,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2017,26.5 [14.7-39.7]
Tuvalu,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2016,26.2 [15.4-38.4]
Tuvalu,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2015,25.9 [15.7-37.1]
Tuvalu,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2014,25.7 [16.0-35.8]
Tuvalu,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2013,25.6 [16.4-35.2]
Tuvalu,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2012,25.4 [16.9-34.5]
Tuvalu,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2011,25.3 [17.2-34.0]
Tuvalu,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2010,25.2 [17.3-33.5]
Tuvalu,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2009,25.2 [17.4-33.3]
Tuvalu,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2008,25.4 [17.6-33.3]
Tuvalu,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2007,25.5 [18.0-33.6]
Tuvalu,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2006,25.5 [17.9-33.6]
Tuvalu,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2005,25.6 [18.0-33.9]
Tuvalu,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2004,25.6 [17.6-34.3]
Tuvalu,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2003,25.7 [17.2-34.6]
Tuvalu,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2002,25.8 [16.6-35.4]
Tuvalu,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2001,26.0 [16.5-36.1]
Tuvalu,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2000,26.2 [16.0-37.0]
Uganda,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2019,32.1 [22.2-43.8]
Uganda,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2018,31.6 [22.9-41.8]
Uganda,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2017,31.2 [23.6-40.0]
Uganda,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2016,30.9 [23.9-38.6]
Uganda,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2015,30.6 [24.1-37.5]
Uganda,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2014,30.3 [24.3-37.1]
Uganda,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2013,30.2 [24.1-36.8]
Uganda,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2012,30.2 [24.2-36.9]
Uganda,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2011,30.4 [24.3-37.0]
Uganda,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2010,30.9 [24.7-37.5]
Uganda,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2009,31.6 [25.2-38.6]
Uganda,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2008,32.4 [25.8-39.4]
Uganda,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2007,33.2 [26.5-40.6]
Uganda,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2006,34.1 [27.3-41.5]
Uganda,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2005,34.9 [28.0-42.5]
Uganda,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2004,35.6 [28.5-43.2]
Uganda,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2003,36.2 [29.0-43.9]
Uganda,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2002,36.9 [29.6-45.0]
Uganda,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2001,37.5 [29.8-46.1]
Uganda,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2000,38.2 [29.9-47.6]
Ukraine,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2019,17.5 [7.0-35.9]
Ukraine,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2018,16.9 [7.1-33.7]
Ukraine,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2017,16.4 [7.1-31.8]
Ukraine,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2016,15.8 [7.3-30.3]
Ukraine,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2015,15.3 [7.3-28.6]
Ukraine,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2014,14.9 [7.3-27.2]
Ukraine,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2013,14.5 [7.2-25.7]
Ukraine,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2012,14.1 [7.3-24.9]
Ukraine,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2011,13.8 [7.1-24.1]
Ukraine,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2010,13.6 [7.1-23.6]
Ukraine,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2009,13.5 [7.1-23.0]
Ukraine,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2008,13.4 [7.2-22.5]
Ukraine,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2007,13.3 [7.2-22.1]
Ukraine,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2006,13.2 [7.4-21.8]
Ukraine,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2005,13.2 [7.5-21.3]
Ukraine,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2004,13.2 [7.7-21.5]
Ukraine,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2003,13.2 [7.7-21.7]
Ukraine,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2002,13.2 [7.8-21.8]
Ukraine,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2001,13.2 [7.6-21.9]
Ukraine,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2000,13.3 [7.5-22.3]
United Arab Emirates,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2019,24.3 [10.1-43.7]
United Arab Emirates,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2018,24.0 [10.3-42.7]
United Arab Emirates,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2017,23.7 [10.6-41.7]
United Arab Emirates,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2016,23.6 [11.0-41.4]
United Arab Emirates,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2015,23.7 [11.3-41.7]
United Arab Emirates,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2014,23.8 [11.4-41.5]
United Arab Emirates,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2013,23.9 [11.6-41.6]
United Arab Emirates,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2012,24.0 [11.7-41.6]
United Arab Emirates,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2011,23.8 [11.7-41.8]
United Arab Emirates,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2010,23.8 [11.8-41.5]
United Arab Emirates,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2009,23.8 [11.9-41.8]
United Arab Emirates,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2008,23.9 [11.8-42.0]
United Arab Emirates,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2007,23.9 [11.7-42.2]
United Arab Emirates,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2006,23.5 [11.4-42.3]
United Arab Emirates,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2005,23.3 [11.2-42.0]
United Arab Emirates,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2004,23.6 [11.4-42.7]
United Arab Emirates,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2003,23.9 [11.5-43.2]
United Arab Emirates,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2002,23.9 [11.5-43.2]
United Arab Emirates,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2001,24.0 [11.4-43.7]
United Arab Emirates,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2000,24.3 [11.5-45.3]
United Kingdom of Great Britain and Northern Ireland,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2019,10.9 [6.9-17.7]
United Kingdom of Great Britain and Northern Ireland,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2018,10.5 [7.1-16.3]
United Kingdom of Great Britain and Northern Ireland,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2017,10.2 [7.2-14.9]
United Kingdom of Great Britain and Northern Ireland,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2016,9.9 [7.3-13.9]
United Kingdom of Great Britain and Northern Ireland,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2015,9.7 [7.3-13.0]
United Kingdom of Great Britain and Northern Ireland,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2014,9.5 [7.3-12.4]
United Kingdom of Great Britain and Northern Ireland,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2013,9.3 [7.3-12.1]
United Kingdom of Great Britain and Northern Ireland,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2012,9.2 [7.2-11.8]
United Kingdom of Great Britain and Northern Ireland,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2011,9.1 [7.3-11.7]
United Kingdom of Great Britain and Northern Ireland,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2010,9.0 [7.2-11.5]
United Kingdom of Great Britain and Northern Ireland,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2009,8.9 [7.2-11.3]
United Kingdom of Great Britain and Northern Ireland,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2008,8.9 [7.1-11.1]
United Kingdom of Great Britain and Northern Ireland,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2007,8.8 [7.1-11.0]
United Kingdom of Great Britain and Northern Ireland,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2006,8.8 [7.1-10.9]
United Kingdom of Great Britain and Northern Ireland,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2005,8.8 [7.2-10.9]
United Kingdom of Great Britain and Northern Ireland,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2004,8.8 [7.2-10.8]
United Kingdom of Great Britain and Northern Ireland,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2003,8.8 [7.3-10.8]
United Kingdom of Great Britain and Northern Ireland,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2002,8.9 [7.4-10.8]
United Kingdom of Great Britain and Northern Ireland,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2001,9.0 [7.5-10.9]
United Kingdom of Great Britain and Northern Ireland,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2000,9.2 [7.6-11.0]
United Republic of Tanzania,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2019,37.9 [23.5-55.2]
United Republic of Tanzania,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2018,37.9 [24.8-53.5]
United Republic of Tanzania,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2017,38.1 [26.0-52.2]
United Republic of Tanzania,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2016,38.4 [27.2-51.6]
United Republic of Tanzania,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2015,38.6 [28.3-50.7]
United Republic of Tanzania,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2014,38.6 [29.3-49.7]
United Republic of Tanzania,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2013,38.8 [30.1-48.9]
United Republic of Tanzania,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2012,39.1 [30.9-48.6]
United Republic of Tanzania,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2011,39.6 [31.9-48.5]
United Republic of Tanzania,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2010,40.3 [32.7-48.9]
United Republic of Tanzania,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2009,41.0 [33.7-49.7]
United Republic of Tanzania,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2008,41.9 [34.5-50.4]
United Republic of Tanzania,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2007,42.7 [35.2-51.0]
United Republic of Tanzania,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2006,43.5 [35.7-51.7]
United Republic of Tanzania,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2005,44.0 [36.1-52.6]
United Republic of Tanzania,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2004,44.5 [36.0-53.5]
United Republic of Tanzania,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2003,44.8 [35.8-54.3]
United Republic of Tanzania,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2002,45.1 [35.6-55.3]
United Republic of Tanzania,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2001,45.4 [35.2-56.5]
United Republic of Tanzania,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2000,45.6 [34.5-57.7]
United States of America,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2019,11.8 [8.1-17.9]
United States of America,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2018,11.5 [8.3-16.2]
United States of America,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2017,11.2 [8.4-15.2]
United States of America,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2016,11.0 [8.5-14.3]
United States of America,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2015,10.7 [8.5-13.6]
United States of America,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2014,10.5 [8.5-13.1]
United States of America,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2013,10.3 [8.4-12.7]
United States of America,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2012,10.0 [8.1-12.4]
United States of America,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2011,9.8 [7.9-12.0]
United States of America,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2010,9.4 [7.7-11.6]
United States of America,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2009,9.2 [7.5-11.3]
